LON,LAT,EDO,CLAVE_SIH,NOMBRE,ENE
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",3.41
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",2.02
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",11
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",10.31
-105.331111,26.433056,DGO,SANANTONIO,"San Antonio, Dgo. SGT*",0
-104.673889,23.873333,DGO,SB2DR,"Santiago Bayacora (hidro), Dgo.",1.3
-105.526667,26.004444,DGO,SBEDR,"San Bernardo, Dgo.",6
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",1.3
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",6.5
-103.079722,24.608333,DGO,SELDR,"Santa Elena, Dgo.",5.31
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",2.03
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",10
-105.666667,23.75,DGO,SLTDR,"El Salto, Dgo.",32.5
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",4.73
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",2.1
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",2.41
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",10.81
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",11.81
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",1.5
-103.979722,24.810833,DGO,VGCDR,"Vicente Guerrero, Dgo.",2
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",30.5
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",5.2
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",2.02
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-99.749167,16.762778,GRO,ACUGR,"Acapulco, Gro. SMN*",0
-99.516944,17.576389,GRO,AERGR,"Aeropuerto de Chilpancingo, Gro.",0
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",3.5
-100.5,18.154167,GRO,AJCGR,"Ajuchitl·n, Gro.",0
-100.44,17.209444,GRO,ATOYAC,"Atoyac SMN, Gro.",11
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",0
-99.2,18.2,GRO,BVSGR,"Buena Vista, Gro.",8
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",0
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",0
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",0
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",2.1
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",1
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",6.5
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",0
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",0
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",0
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",0
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",0
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",0
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",0
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",0
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",0
-99.503056,18.363333,GRO,LDTGR,"Laguna de Tuxpan, Gro.",0
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",16.3
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",0
-98.735,17.777222,GRO,OLNGR,"Olinala, Gro.",6.5
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",0
-99.433333,17.984444,GRO,PETGR,"Petaquillas, Gro.",0
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",0
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",0
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",0
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",0
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",0
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",0
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",0
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",0.2
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",0
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",0
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",0
-101.545,17.863333,GRO,ZHTGR,"Zihuatanejo, Gro.",0
-101.516667,20.433333,GTO,ABSGJ,"Abasolo, Gto.",12.3
-100.716667,20.033333,GTO,ACNGJ,"Ac·mbaro, Gto.",2.04
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",0
-100.583333,20.55,GTO,AMCGJ,"Ameche, Gto.",0
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",0
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",1.02
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",6.08
-101.833333,21.05,GTO,BRRGJ,"El Barrial, Gto.",7.23
-100.899722,20.280278,GTO,CBOGJ,"El Cubo, Gto. SGT*",4
-100.816667,20.533333,GTO,CLYGJ,"Celaya, Gto.",2.1
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",0
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",1.2
-101.630278,20.506667,GTO,CORRALEJO,"Corralejo Hidalgo, Gto. ProtecciÛn Civil*",1.76
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",0
-100.95,20.483333,GTO,CRTGJ,"Cort·zar, Gto.",15
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",0.01
-101.666667,21.2,GTO,CSTGJ,"Los Castillos, Gto.",8.9
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",0.01
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",7.22
-100.5,20.2,GTO,ECBGJ,"El Cubo, Gto.",1.03
-101.2,20.9,GTO,ECHGJ,"El ChapÌn, Gto.",0.01
-101.366667,20.733333,GTO,ECNGJ,"El Conejo, Gto.",4.3
-101.688056,21.173333,GTO,EPLGJ,"El Palote, Gto.",3
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",1.01
-101.265,21.012222,GTO,GTOGJ,"Guanajuato, Gto.",0
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",0.01
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",3.2
-100.516667,20.133333,GTO,JCRGJ,"JerÈcuaro, Gto.",0.03
-100.525833,20.610278,GTO,LADGJ,"Las Adjuntas, Gto.",1.52
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",2.51
-101.666667,21.1,GTO,LENGJ,"LeÛn, Gto.",1.01
-100.866667,20.383333,GTO,LGVGJ,"Puente la Gavia, Gto.",9
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",8
-101.106944,21.3225,GTO,LQMGJ,"La Quemada, Gto.",0
-101.931944,20.504444,GTO,MABGJ,"Mariano Abasolo, Gto.",0
-101.516667,21.633333,GTO,OCMGJ,"Ocampo, Gto.",10
-100.9,21.1,GTO,PDLGJ,"Puente Dolores, Gto.",0.01
-101.133333,20.516667,GTO,PERGJ,"Pericos, Gto.",0.01
-100.878333,21.105,GTO,PNLGJ,"PeÒuelitas, Gto.",0.3
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",0
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",0
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",3.2
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",7.7
-101.199444,20.565278,GTO,SLMGJ,"Salamanca, Gto.",17.8
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",0
-100.667222,20.051667,GTO,SLSGJ,"SolÌs, Gto.",1.02
-100.884722,20.214167,GTO,SLVGJ,"Salvatierra, Gto.",1.71
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",0.9
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",0.01
-101.066667,20.3,GTO,SRTGJ,"Santa Rita, Gto.",0.03
-100.75,20.283333,GTO,TARGJ,"Tarimoro, Gto.",0.04
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",2.51
-100.8,20.5,GTO,TGRGJ,"Tres Guerras, Gto.",0
-101.182222,20.388611,GTO,VDSGJ,"Valle de Santiago, Gto.",0.01
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",1.7
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",8.5
-98.333333,21.016667,HGO,ATCHD,"Atlapexco, Hgo.",19
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",16.01
-99.648889,20.371389,HGO,HCPHD,"Huichapan, Hgo.",5.9
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",43.11
-99.706944,20.32,HGO,HUICHAPAN,"Huichapan, Hgo. SMN*",5.25
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",0.3
-98.128889,20.136111,HGO,LAGUNASGT,"La Laguna, Hgo. SGT*",15.1
-99.348056,20.056667,HGO,LASROSAS,"Las Rosas, Hgo. OCAVM*",13.1
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",2
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",11.5
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",63.93
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",4.5
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",6.11
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",1.01
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",15
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",1
-98.369444,20.083333,HGO,TLGHD,"Tulancingo, Hgo.",3
-99.385,19.835278,HGO,TXMHD,"Taxhimay, Hgo.",23
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",1.9
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",21
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala-Guadalajara, Jal. SGT*",0
-103.591111,20.424444,JAL,ACTJL,"Acatl·n, Jal.",0
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",15.01
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",7.4
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",7.71
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.726111,22.4,JAL,BCSJL,"Bocas, Jal.",3.1
-103.783611,21.830556,JAL,BLNJL,"BolaÒos, Jal.",2
-103.465278,19.697778,JAL,CGZJL,"Ciudad Guzm·n, Jal.",8
-103.201944,20.290556,JAL,CHAJL,"Chapala 1 SMN, Jal.",8.64
-105.044722,19.498611,JAL,CHAMELA,"Chamela-Cuixmala, Jal. SMN*",0.2
-104.554444,19.628611,JAL,CHFJL,"El ChiflÛn, Jal",0
-102.944167,20.489722,JAL,CHLJL,"Chila, Jal.",7.01
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",0
-103.25,22.133333,JAL,CLTJL,"Colotl·n, Jal.",10.4
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",0
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",0
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",31.8
-102.7825,20.341389,JAL,CUIJL,"Cuitzeo, Jal.",8.01
-105.05,20.583333,JAL,CULJL,"Cuale, Jal.",0.91
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",22.51
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",5.4
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",0
-103.333333,20.733333,JAL,EXPJL,"La Experiencia, Jal.",30.43
-102.766667,20.298056,JAL,FTEJL,"El Fuerte, Jal.",7.01
-103.373889,20.672778,JAL,GUAJL,"Guadalajara Centro, Jal.",10.63
-103.4,20.7,JAL,GUCJL,"Guadalajara los Colomos, Jal.",25.2
-104.497222,19.238333,JAL,HIGJL,"Higuera Blanca, Jal.",0
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",2
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",1.04
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",5.82
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",2.2
-102.931944,20.43,JAL,LCLJL,"La Colonia, Jal.",7.01
-105.206667,20.728611,JAL,LDBJL,"La Desembocada, Jal.",0
-103.12,20.18,JAL,LDCJL,"Lago de Chapala, Jal.",7.12
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",31.02
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",12.8
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",20
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",3.7
-104.105833,21.196944,JAL,PLYJL,"La Yesca, Jal.",0.1
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",1.04
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",8.8
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",34.4
-101.85,21.35,JAL,SAUCEDACFE,"Sauceda, Jal. CFE*",8
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",34.4
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",4.43
-103.705556,20.908889,JAL,SRSJL,"Santa Rosa, Jal.",11.5
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",10.04
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",0
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",28.01
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",11.83
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",5.6
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",2.5
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",3.83
-103.366667,20.716667,JAL,ZPPJL,"Zapopan, Jal.",11
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",0
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",3.1
-98.912222,19.543611,MEX,ATEMX,"Atenco (RÌo Xalapan), MÈx.",16.01
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",23
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, Mex.",2
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",6.5
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",3.3
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",2.71
-98.888611,19.494167,MEX,CHAPINGO,"Chapingo, MÈx. SGT*",6.82
-99.4675,18.795833,MEX,CHDMX,"Ciudad Hidalgo, MÈx",0
-100.116667,19.2,MEX,CHIMX,"Chilesdo, MÈx.",7
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",8.9
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",6.5
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",2
-99.631667,19.292222,MEX,COBMX,"Observatorio de Estado de MÈxico, MÈx.",5.82
-100.183333,19.101667,MEX,COLMX,"Colorines, MÈx.",0
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",8
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",0
-98.916944,19.578889,MEX,GRDMX,"La Grande, MÈx.",0
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",8.02
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",0.02
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx. SMN*",10.8
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",4.5
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",4.7
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",6
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",3.05
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",9.9
-99.175,19.575,MEX,PBTMX,"Planta Barrientos, MÈx.",5.84
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",4.06
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",11.02
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",8.64
-99.611667,18.903333,MEX,PDZMX,"Porfirio DÌaz, MÈx.",0
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",0.01
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",5.59
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",6.5
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",5.01
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",0.02
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",3.6
-99.213333,19.408333,MEX,PTLMX,"Presa Totolica, MÈx.",1.5
-99.603333,19.213333,MEX,RECMX,"RectorÌa, MÈx.",2.62
-98.911111,19.530556,MEX,SADMX,"San AndrÈs (Texcoco), MÈx.",12.32
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",0
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",0
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",6.01
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",0.5
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",6.01
-99.285,19.574444,MEX,SNJMX,"San Juan, Mex.",0.5
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Mex.",3.2
-99.8,19.333333,MEX,TBRMX,"Tres Barrancas, MÈx.",4.01
-98.824722,19.569167,MEX,TEPEATLOXTOC,"Tepeatloxtoc, MÈx. OCAVM*",0
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",1.9
-98.900833,19.443611,MEX,TJCMX,"El Tejocote, MÈx.",8.11
-99.283333,19.453889,MEX,TOTMX,"Totolica, Mex.",1.5
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",4.05
-100.283333,19.1,MEX,TROMX,"Trojes, MÈx.",1.01
-99.283056,19.4525,MEX,TTLMX,"Totolica (hidro), MÈx.",8
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Mex.",9.51
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",0
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",3.05
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",7.5
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",3
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",12.2
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",0.2
-102.371667,19.082778,MICH,APAMC,"Apatzing·n, Mich. SMN*",0
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",3.01
-101.459167,20.319444,MICH,CBLMC,"Casa Blanca, Mich.",6.11
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",2.6
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",0
-102.774167,19.287778,MICH,CHLMC,"ConstituciÛn de Apatzing·n, Mich.",22.5
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",5.83
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",10.42
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",0
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",3.4
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",1.5
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",6.86
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",7.31
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",1.6
-101.940833,20.038333,MICH,LDFMC,"Laguna del Fresno, Mich.",6.5
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",42
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",26.2
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",1.2
-102.9,18.8,MICH,LPNMC,"Los Panches, Mich.",0
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",0
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",0
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",14.11
-102.2,17.899167,MICH,MLCMC,"Melchor Ocampo L. C., Mich.",0
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",0.01
-100.29,19.539167,MICH,MMONII,"Mariposa Monarca 2, Mich. SMN*",7
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",46.81
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",14.01
-101.176111,19.688611,MICH,MORMC,"Morelia, Mich.",19.82
-100.879167,19.835556,MICH,MPSMC,"MalpaÌs, Mich. SGT*",0.1
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",13
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",4
-100.618889,20.277778,MICH,P3MEZQUITES,"Presa Tres Mezquites, Mich. SGT*",2
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",21
-102.601389,19.959167,MICH,PDEGONZALO,"Presa de Gonzalo, Mich. SGT*",4.4
-102.431389,20.303056,MICH,PJARIPO,"Presa Jaripo, Mich. SGT*",14
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",0.82
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",7.8
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",2
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",4.02
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",10.52
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",18
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",6.01
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",1.5
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",2.8
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",2.79
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",10.61
-102.242222,20.339444,MICH,YURMC,"YurÈcuraro, Mich.",5.2
-102.284167,20.006667,MICH,ZAMMC,"Zamora, Mich.",2.5
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",10.01
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",0
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",1.6
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",0.8
-99.265833,18.735,MOR,ALUMR,"Alpuyeca, Mor.",0
-99.4,18.6,MOR,AMCMR,"Amacuzac, Mor.",6.5
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",0
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",0
-98.9,18.8,MOR,CUAMR,"Cuautla, Mor.",0
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",0
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",0
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",0
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",0
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",0
-99.015833,19.028889,MOR,HUIMR,"Huitzilac, Mor.",0
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",0
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",0
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",0
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",0
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",0
-98.916667,18.683333,MOR,LCUMR,"La Cuera, Mor.",0
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",0
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",0
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",0
-99.258333,18.734722,MOR,OACMR,"Oacalco, Mor.",0
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",0
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Morelos, Mor.",0
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",0
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",4
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",0
-98.936111,18.541389,MOR,SHUAUTLA,"Sierra de Huautla, Mor. SMN*",0
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",0
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",0
-99.2,18.9,MOR,TEMMR,"Temixco, Mor.",0
-99.078889,18.950833,MOR,TEPOZTLAN,"Tepoztl·n, Mor. SMN*",0
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",0
-99.1,18.794167,MOR,TICMR,"Ticum·n, Mor.",0
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",0
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",8.01
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",0
