Lon,Lat,Clave,Edo,Est,Tmed
-99.75,16.76,76805,GRO,ACAPULCO,30.0516129
-102.29,21.85,76571,AGS,AGUASCALIENTES,22.46428571
-111.83,30.71,76113,SON,ALTAR,32.82258065
-93.9,16.24,76840,CHIS,ARRIAGA,30.07419355
-90.5,19.83,76695,CAMP,CAMPECHE,29.56451613
-111.65,25.01,76402,BCS,CD. CONSTITUCIÓN,28.89677419
-109.92,27.48,76258,SON,CD. OBREGON,31.24259259
-99.17,23.75,76491,TAMPS,CD. VICTORIA,30.74677419
-99.2,19.4,76680,DF,CENTRAL TACUBAYA,18.98666667
-88.3,18.48,76750,QROO,CHETUMAL,30.02166667
-106.13,28.67,76225,CHIH,CHIHUAHUA,27.75
-99.5,17.55,76762,GRO,CHILPANCINGO,24.87586207
-103.46,19.73,76656,JAL,CIUDAD GUZMÁN,22.08833333
-94.51,18.19,76741,VER,COATZACOALCOS,28.20967742
-103.72,19.24,76658,COL,COLIMA,28.22166667
-92.13,16.23,76848,CHIS,COMITAN,21.2016129
-99.23,18.89,76726,MOR,CUERNAVACA,18.68461538
-107.44,24.63,76412,SIN,CULIACÁN,31.88709677
-104.6,24.09,76423,DGO,DURANGO,23.46290323
-115.19,32.41,76040,BC,EJIDO NVO. LEÓN,31.32857143
-110.8,27.95,76256,SON,EMPALME,31.59193548
-88.05,19.57,76698,QROO,FPE. CARRILLO PUERTO,30.14516129
-103.39,20.71,76612,JAL,GUADALAJARA,22.95
-101.29,21.01,76577,GTO,GUANAJUATO,21.46129032
-110.93,29.08,76160,SON,HERMOSILLO,33.38333333
-105.67,26.92,76323,CHIH,HGO. DEL PARRAL,25.09310345
-97.77,17.8,76773,OAX,HUAJUAPAN DE LEON,21.51612903
-96.9,19.51,76687,VER,JALAPA,21.17096774
-110.32,24.12,76405,BCS,LA PAZ,31.55806452
-111.35,26.02,76305,BCS,LORETO,32.77666667
-104.33,19.07,76654,COL,MANZANILLO,30.55
-98.81,21.28,76585,SLP,MATLAPA,29.05806452
-106.41,23.22,76458,SIN,MAZATLAN,30.66551724
-89.65,20.95,76644,YUC,MERIDA,29.79516129
-101.42,26.91,76342,COAH,MONCLOVA,31.07580645
-100.3,25.73,76393,NL,MONTERREY,29.95384615
-101.18,19.7,76665,MICH,MORELIA,20.29
-107.93,30.42,76122,CHIH,NUEVO CASAS GRANDES,26.41129032
-96.7,17.07,76775,OAX,OAXACA,22.09193548
-97.1,18.85,76737,VER,ORIZABA,21.66774194
-98.75,20.13,76632,HGO,PACHUCA,17.91774194
-100.52,28.7,76243,COAH,PIEDRAS NEGRAS,32.3
-89.65,21.28,76593,YUC,PROGRESO,28.94677419
-98.17,19.05,76685,PUE,PUEBLA,18.76451613
-96.48,15.65,76855,OAX,PUERTO ANGEL,29.24516129
-100.4,20.58,76625,QRO,QUERETARO,22.13225806
-100,21.92,76581,SLP,RIO VERDE,27.27166667
-95.18,16.17,76833,OAX,SALINA CRUZ,31.22666667
-92.63,16.73,76845,CHIS,SAN CBAL. DE LAS CASAS,18.20806452
-101.02,22.21,76539,SLP,SAN LUIS POTOSÍ,21.28709677
-103.65,23.47,76471,ZAC,SOMBRERETE,19.79677419
-98.2,23.77,76499,TAMPS,SOTO LA MARINA,31.29677419
-112.25,27.28,76253,BCS,STA. ROSALIA,29.79166667
-97.85,22.22,76548,TAMPS,TAMPICO,30.74516129
-92.25,14.92,76903,CHIS,TAPACHULA,29.78225806
-107.82,28.95,76220,CHIH,TEMOSACHIC,22.49333333
-104.89,21.49,76556,NAY,TEPIC,26.31833333
-98.24,19.31,76683,TLAX,TLAXCALA,18.11290323
-99.71,19.29,76675,MEX,TOLUCA,15.30483871
-103.45,25.53,76382,COAH,TORREON,29.38709677
-98.36,20.08,76634,HGO,TULANCINGO,17.81774194
-97.42,20.96,76640,VER,TUXPAN,29.93225806
-93.13,16.75,76843,CHIS,TUXTLA GUTIÉRREZ,27.80967742
-88.2,20.69,76647,YUC,VALLADOLID,30.53387097
-96.14,19.16,76692,VER,VERACRUZ,28.32096774
-92.93,17.98,76743,TAB,VILLAHERMOSA,30.15333333
-102.57,22.78,76525,ZAC,ZACATECAS,16.63870968
-102.32,19.98,76662,MICH,ZAMORA,22.95517241
-103.7,27.29,SMJCL,COAH,Sierra Mojada Coah.,25.55555556
-101.47,21.07,COMGJ,GTO,Comanjilla Gto.,20.44827586
-101.22,21.48,SFEGJ,GTO,San Felipe Gto.,17.53225806
-99.32,18.63,PIXMR,MOR,Puente de Ixtla Mor.,25.9137931
-98.76,18.88,OCTMR,MOR,Ocuituco Mor.,17.82758621
-107.06,24.75,VINSI,SIN,Vinoramas Sin.,28.80357143
-107.76,25.12,RAVSI,SIN,Estación Rancho Viejo Sin.,31.42857143
-95.03,18.52,SONVC,VER,Sontecomapan Ver.,26.34677419
-100.36,20.2,CORGJ,GTO,Coroneo Gto.,17.36290323
-101.11,21.32,LQMGJ,GTO,La Quemada Gto.,18.56451613
-103.87,19.17,LAECM,COL,La Esperanza Col.,28.77777778
-99.1,18.79,TICMR,MOR,Ticumán Mor.,23.5
-96.97,19.45,TAPVC,VER,Tapachapan Ver.,22.83870968
-98.5,16.66,QTZGR,GRO,Quetzala Gro.,27.98214286
-98.83,18.95,ACHMR,MOR,Achichipico Mor.,19.48387097
-103.27,22.11,76519,JAL,COLOTLAN,22.45
-100.5,21.22,POZGJ,GTO,Pozos Gto.,18.53333333
-105.85,23.09,TORSI,SIN,Las Tortugas Sin.,30.98387097
-101.02,20.43,SMAGJ,GTO,San Miguel de Allende Gto.,19.76666667
-99.24,19.53,CLYMX,MEX,Calacoaya Méx.,18.25806452
-96.3,17.78,VANOX,OAX,Valle Nacional Oax.,29.17741935
-111.35,26.01,76304,BCS,LORETO (AUTOMATICA),32.49677419
-96.41,19.26,LOFVC,VER,Loma Fina Ver.,28.35714286
-92.4,15,HUECP,CHIS,Huehuetán Chis.,30.21774194
-100.92,25.44,ESLCL,COAH,E. C. Saltillo Coah.,23.56451613
-103.26,25.77,FIMCL,COAH,Francisco I. Madero Coah.,29.06896552
-104.56,25.18,RDODR,DGO,Rodeo Dgo.,25
-98.51,17.62,IXTGR,GRO,Ixcateopan de Tlapa Gro.,25.82258065
-96.53,17.43,ATEOX,OAX,Atepec Oax.,17.425
-110.29,30.98,CNNSO,SON,Cananea Son.,26.29032258
-99.27,24.02,STETP,TAMPS,Santa Engracia Tamps.,28.19354839
-102.78,24.63,SJGDR,DGO,San Juan de Guadalupe Dgo.,26.37096774
-104.29,25.56,SPGDR,DGO,San Pedro del Gallo Dgo.,25.31451613
-99.13,19.42,ENP 7,DF,Ezequiel A. Chavez,19.858
-96.95,19.23,TOTVC,VER,Totutla Ver.,20.12903226
-97.01,18.33,ZOQPB,PUE,Zoquitlán Pue.,17.19354839
-114.78,32.48,SLCSO,SON,San Luis Río Colorado Son.,35.11290323
-98.7,18.88,HUEMR,MOR,Hueyapan Mor.,16.5
-101.66,19.93,AMEMC,MICH,Aristeo Mercado Mich.,20.0547619
-110.24,28.71,SJPSO,SON,San José de Pimas Son.,31.05645161
-99.55,24.57,VSMTP,TAMPS,Victoria-San Marcos Tamps.,29.70322581
-98.23,19.32,76684,TLAX,Tlaxcala (Automatica),17.484375
-99.93,17.6,YXTGR,GRO,Yextla Gro.,22.6
-96.91,18.21,LCAOX,OAX,La Carbonera Oax.,17.20967742
-96.97,19.55,OTIVC,VER,Otilpan Ver.,20.10645161
-100.75,20.58,SMOGJ,GTO,San Miguel Octopan Gto.,21.675
-96.45,17.12,SMAOX,OAX,San Antonio Cuajimoloyas Oax.,10.40322581
-100.37,20.57,GHQQT,QRO,Gerencia Hidalgo Qro.,21.91666667
-111.35,26.01,BLORETO,BCS,Bahía de Loreto B.C.S. SMN*,32.34677419
-99.48,16.8,SNMGR,GRO,San Marcos Gro.,25.69354839
-103.51,24.29,SGOZC,ZAC,Santiago Zac.,23.75806452
-113.55,31.3,76061,SON,PTO. PEÑASCO,31.35454545
