Lon,Lat,Clave,Edo,Est,Tmin
-99.75,16.76,76805,GRO,ACAPULCO,25.02580645
-102.29,21.85,76571,AGS,AGUASCALIENTES,15.32142857
-111.83,30.71,76113,SON,ALTAR,25.79032258
-93.9,16.24,76840,CHIS,ARRIAGA,23.18064516
-90.5,19.83,76695,CAMP,CAMPECHE,23.27741935
-111.65,25.01,76402,BCS,CD. CONSTITUCIÓN,19.84193548
-109.92,27.48,76258,SON,CD. OBREGON,25.87407407
-99.17,23.75,76491,TAMPS,CD. VICTORIA,23.98064516
-99.2,19.4,76680,DF,CENTRAL TACUBAYA,13.13666667
-88.3,18.48,76750,QROO,CHETUMAL,25.66
-106.13,28.67,76225,CHIH,CHIHUAHUA,20.36451613
-99.5,17.55,76762,GRO,CHILPANCINGO,18.48965517
-103.46,19.73,76656,JAL,CIUDAD GUZMÁN,15.96
-94.51,18.19,76741,VER,COATZACOALCOS,24.0516129
-103.72,19.24,76658,COL,COLIMA,21.90333333
-92.13,16.23,76848,CHIS,COMITAN,15.7
-99.23,18.89,76726,MOR,CUERNAVACA,12.74615385
-107.44,24.63,76412,SIN,CULIACÁN,25.75806452
-104.6,24.09,76423,DGO,DURANGO,15.5
-115.19,32.41,76040,BC,EJIDO NVO. LEÓN,24.91785714
-110.8,27.95,76256,SON,EMPALME,26.73870968
-88.05,19.57,76698,QROO,FPE. CARRILLO PUERTO,22.97096774
-103.39,20.71,76612,JAL,GUADALAJARA,16.49032258
-101.29,21.01,76577,GTO,GUANAJUATO,14.12580645
-110.93,29.08,76160,SON,HERMOSILLO,26.66666667
-105.67,26.92,76323,CHIH,HGO. DEL PARRAL,17.19655172
-97.77,17.8,76773,OAX,HUAJUAPAN DE LEON,14.32258065
-96.9,19.51,76687,VER,JALAPA,14.68064516
-110.32,24.12,76405,BCS,LA PAZ,24.50645161
-111.35,26.02,76305,BCS,LORETO,28.50666667
-104.33,19.07,76654,COL,MANZANILLO,26.67419355
-98.81,21.28,76585,SLP,MATLAPA,23.01612903
-106.41,23.22,76458,SIN,MAZATLAN,27
-89.65,20.95,76644,YUC,MERIDA,24.15806452
-101.42,26.91,76342,COAH,MONCLOVA,24.4
-100.3,25.73,76393,NL,MONTERREY,23.45384615
-101.18,19.7,76665,MICH,MORELIA,13.50333333
-107.93,30.42,76122,CHIH,NUEVO CASAS GRANDES,17.03548387
-96.7,17.07,76775,OAX,OAXACA,14.32903226
-97.1,18.85,76737,VER,ORIZABA,16.09354839
-98.75,20.13,76632,HGO,PACHUCA,11.51935484
-100.52,28.7,76243,COAH,PIEDRAS NEGRAS,24.95483871
-89.65,21.28,76593,YUC,PROGRESO,23.94193548
-98.17,19.05,76685,PUE,PUEBLA,12
-96.48,15.65,76855,OAX,PUERTO ANGEL,24.6
-100.4,20.58,76625,QRO,QUERETARO,15.4516129
