LON,LAT,EDO,CLAVE_SIH,NOMBRE,FEB
-104.673889,23.873333,DGO,SB2DR,"Santiago Bayacora (hidro), Dgo.",0.01
-105.526667,26.004444,DGO,SBEDR,"San Bernardo, Dgo.",1
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0.01
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",0
-103.079722,24.608333,DGO,SELDR,"Santa Elena, Dgo.",0
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",1.5
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0.01
-105.666667,23.75,DGO,SLTDR,"El Salto, Dgo.",5.5
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",0.5
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",0
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0.01
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",0.01
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",0
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0.03
-103.979722,24.810833,DGO,VGCDR,"Vicente Guerrero, Dgo.",0
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",1.5
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",0.4
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",1.5
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-99.749167,16.762778,GRO,ACUGR,"Acapulco, Gro. SMN*",0
-99.516944,17.576389,GRO,AERGR,"Aeropuerto de Chilpancingo, Gro.",0
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",0
-100.5,18.154167,GRO,AJCGR,"Ajuchitl·n, Gro.",0
-100.44,17.209444,GRO,ATOYAC,"Atoyac SMN, Gro.",0
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",0
-99.2,18.2,GRO,BVSGR,"Buena Vista, Gro.",0
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",0
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",0
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",0
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",0
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",0
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",0
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",0
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",0
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",0
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",0
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",0
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",0
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",0
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",0
-99.503056,18.363333,GRO,LDTGR,"Laguna de Tuxpan, Gro.",0
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",0
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",0
-98.735,17.777222,GRO,OLNGR,"Olinala, Gro.",0
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",0
-99.433333,17.984444,GRO,PETGR,"Petaquillas, Gro.",0
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",0
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",0
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",0
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",0
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",1.5
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",0
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",0
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",0
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",0
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",0
-101.545,17.863333,GRO,ZHTGR,"Zihuatanejo, Gro.",0
-101.516667,20.433333,GTO,ABSGJ,"Abasolo, Gto.",0
-100.716667,20.033333,GTO,ACNGJ,"Ac·mbaro, Gto.",0.03
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",0
-100.583333,20.55,GTO,AMCGJ,"Ameche, Gto.",0
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",0
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",0
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",0
-101.833333,21.05,GTO,BRRGJ,"El Barrial, Gto.",0.01
-100.899722,20.280278,GTO,CBOGJ,"El Cubo, Gto. SGT*",0
-100.816667,20.533333,GTO,CLYGJ,"Celaya, Gto.",0
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",0
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",0.1
-101.630278,20.506667,GTO,CORRALEJO,"Corralejo Hidalgo, Gto. ProtecciÛn Civil*",0
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",0.01
-100.95,20.483333,GTO,CRTGJ,"Cort·zar, Gto.",1
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",4
-101.666667,21.2,GTO,CSTGJ,"Los Castillos, Gto.",0
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",0.01
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",0
-100.5,20.2,GTO,ECBGJ,"El Cubo, Gto.",0
-101.2,20.9,GTO,ECHGJ,"El ChapÌn, Gto.",4
-101.366667,20.733333,GTO,ECNGJ,"El Conejo, Gto.",0
-101.688056,21.173333,GTO,EPLGJ,"El Palote, Gto.",0.01
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",0
-101.265,21.012222,GTO,GTOGJ,"Guanajuato, Gto.",0
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",0
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",2.5
-100.516667,20.133333,GTO,JCRGJ,"JerÈcuaro, Gto.",0
-100.525833,20.610278,GTO,LADGJ,"Las Adjuntas, Gto.",0
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",0
-101.666667,21.1,GTO,LENGJ,"LeÛn, Gto.",0
-100.866667,20.383333,GTO,LGVGJ,"Puente la Gavia, Gto.",0
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",0
-101.106944,21.3225,GTO,LQMGJ,"La Quemada, Gto.",0
-101.931944,20.504444,GTO,MABGJ,"Mariano Abasolo, Gto.",2.3
-101.516667,21.633333,GTO,OCMGJ,"Ocampo, Gto.",0
-100.9,21.1,GTO,PDLGJ,"Puente Dolores, Gto.",0.01
-101.133333,20.516667,GTO,PERGJ,"Pericos, Gto.",0.01
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",1.02
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",1.8
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",0
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",0.2
-101.199444,20.565278,GTO,SLMGJ,"Salamanca, Gto.",0
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",1.5
-100.667222,20.051667,GTO,SLSGJ,"SolÌs, Gto.",0.01
-100.884722,20.214167,GTO,SLVGJ,"Salvatierra, Gto.",0.01
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",0
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",11.48
-101.066667,20.3,GTO,SRTGJ,"Santa Rita, Gto.",0.01
-100.75,20.283333,GTO,TARGJ,"Tarimoro, Gto.",0.02
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",3.8
-100.8,20.5,GTO,TGRGJ,"Tres Guerras, Gto.",0
-101.182222,20.388611,GTO,VDSGJ,"Valle de Santiago, Gto.",0
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",3.21
-98.333333,21.016667,HGO,ATCHD,"Atlapexco, Hgo.",35
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",1.51
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",19.07
-99.706944,20.32,HGO,HUICHAPAN,"Huichapan, Hgo. SMN*",0.5
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",0.1
-98.128889,20.136111,HGO,LAGUNASGT,"La Laguna, Hgo. SGT*",17.8
-99.348056,20.056667,HGO,LASROSAS,"Las Rosas, Hgo. OCAVM*",1.1
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",0
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",0.02
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",33.9
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",3.9
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",1.43
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",0.01
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",1.01
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",1
-98.369444,20.083333,HGO,TLGHD,"Tulancingo, Hgo.",1.22
-99.385,19.835278,HGO,TXMHD,"Taxhimay, Hgo.",6
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",0
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",34
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala-Guadalajara, Jal. SGT*",0.4
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",0
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",0.4
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",2.4
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.726111,22.4,JAL,BCSJL,"Bocas, Jal.",0
-103.783611,21.830556,JAL,BLNJL,"BolaÒos, Jal.",0
-103.465278,19.697778,JAL,CGZJL,"Ciudad Guzm·n, Jal.",0
-103.201944,20.290556,JAL,CHAJL,"Chapala 1 SMN, Jal.",0.51
-105.044722,19.498611,JAL,CHAMELA,"Chamela-Cuixmala, Jal. SMN*",0.2
-104.554444,19.628611,JAL,CHFJL,"El ChiflÛn, Jal",0.5
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",0
-103.25,22.133333,JAL,CLTJL,"Colotl·n, Jal.",0
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",0.01
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",0
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0.01
-102.7825,20.341389,JAL,CUIJL,"Cuitzeo, Jal.",0
-105.05,20.583333,JAL,CULJL,"Cuale, Jal.",9.7
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",1
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",0
-103.333333,20.733333,JAL,EXPJL,"La Experiencia, Jal.",2.3
-102.766667,20.298056,JAL,FTEJL,"El Fuerte, Jal.",0
-103.373889,20.672778,JAL,GUAJL,"Guadalajara Centro, Jal.",1
-103.4,20.7,JAL,GUCJL,"Guadalajara los Colomos, Jal.",3
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",1.5
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",1
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",1.7
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",4.2
-103.12,20.18,JAL,LDCJL,"Lago de Chapala, Jal.",0.5
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",0.51
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",2
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",0
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",0
-104.105833,21.196944,JAL,PLYJL,"La Yesca, Jal.",0
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",1
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",0
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",0.02
-101.85,21.35,JAL,SAUCEDACFE,"Sauceda, Jal. CFE*",0
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",0.02
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",0
-103.705556,20.908889,JAL,SRSJL,"Santa Rosa, Jal.",1
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",1.01
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",3.5
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",0
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",0
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",2
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",2.5
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",4.5
-103.366667,20.716667,JAL,ZPPJL,"Zapopan, Jal.",0
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",9.7
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",1.6
-98.912222,19.543611,MEX,ATEMX,"Atenco (RÌo Xalapan), MÈx.",6.01
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",8.21
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, Mex.",0
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",6.92
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",5.33
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",7.61
-98.888611,19.494167,MEX,CHAPINGO,"Chapingo, MÈx. SGT*",3.29
-99.4675,18.795833,MEX,CHDMX,"Ciudad Hidalgo, MÈx",0
-100.116667,19.2,MEX,CHIMX,"Chilesdo, MÈx.",1.3
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",11.2
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",4.6
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",10
-99.631667,19.292222,MEX,COBMX,"Observatorio de Estado de MÈxico, MÈx.",7.31
-100.183333,19.101667,MEX,COLMX,"Colorines, MÈx.",0
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",14.5
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",2.5
-98.916944,19.578889,MEX,GRDMX,"La Grande, MÈx.",3.7
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",2.5
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",0
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx. SMN*",21.2
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",1.7
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",10.8
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",3.03
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",8.63
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",2.5
-99.175,19.575,MEX,PBTMX,"Planta Barrientos, MÈx.",0
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",0.76
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",4.02
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",4.31
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",16
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",17.6
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",4.07
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",3.4
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",1.01
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",2.02
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",2.6
-99.213333,19.408333,MEX,PTLMX,"Presa Totolica, MÈx.",3.3
-99.603333,19.213333,MEX,RECMX,"RectorÌa, MÈx.",14
-98.911111,19.530556,MEX,SADMX,"San AndrÈs (Texcoco), MÈx.",8.9
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",5
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",5.4
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",4.11
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",2.5
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",9
-99.285,19.574444,MEX,SNJMX,"San Juan, Mex.",5.2
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Mex.",9.3
-99.8,19.333333,MEX,TBRMX,"Tres Barrancas, MÈx.",2
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",15.8
-98.900833,19.443611,MEX,TJCMX,"El Tejocote, MÈx.",0.91
-99.283333,19.453889,MEX,TOTMX,"Totolica, Mex.",0.3
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",6.51
-100.283333,19.1,MEX,TROMX,"Trojes, MÈx.",8.1
-99.283056,19.4525,MEX,TTLMX,"Totolica (hidro), MÈx.",9
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Mex.",5.5
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",0
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",2.79
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",5
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",0
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",1.3
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",0
-102.371667,19.082778,MICH,APAMC,"Apatzing·n, Mich. SMN*",0
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",2
-101.459167,20.319444,MICH,CBLMC,"Casa Blanca, Mich.",0
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",0
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",4.51
-102.774167,19.287778,MICH,CHLMC,"ConstituciÛn de Apatzing·n, Mich.",0
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",0.41
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",0
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",0
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",0
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",9.8
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",1.5
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",5.16
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",1
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",0
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",0
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",9
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",0
-102.9,18.8,MICH,LPNMC,"Los Panches, Mich.",0
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",0
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",0
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",2.8
-102.2,17.899167,MICH,MLCMC,"Melchor Ocampo L. C., Mich.",0
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",0
-100.29,19.539167,MICH,MMONII,"Mariposa Monarca 2, Mich. SMN*",1.2
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",0.01
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",0
-101.176111,19.688611,MICH,MORMC,"Morelia, Mich.",0.01
-100.879167,19.835556,MICH,MPSMC,"MalpaÌs, Mich. SGT*",0
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",6.5
-100.618889,20.277778,MICH,P3MEZQUITES,"Presa Tres Mezquites, Mich. SGT*",0
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",0
-102.601389,19.959167,MICH,PDEGONZALO,"Presa de Gonzalo, Mich. SGT*",0
-102.431389,20.303056,MICH,PJARIPO,"Presa Jaripo, Mich. SGT*",2.2
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",0
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",3
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",0
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",0
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",0
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",0
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",0.01
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",0.5
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",0
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",0
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",0
-102.242222,20.339444,MICH,YURMC,"YurÈcuraro, Mich.",0
-102.284167,20.006667,MICH,ZAMMC,"Zamora, Mich.",0.5
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",7.8
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",0
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",0.01
-99.265833,18.735,MOR,ALUMR,"Alpuyeca, Mor.",0.01
-99.4,18.6,MOR,AMCMR,"Amacuzac, Mor.",0
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",0
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",0
-98.9,18.8,MOR,CUAMR,"Cuautla, Mor.",0.01
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",0.51
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",0
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",0
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",0
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",0
-99.015833,19.028889,MOR,HUIMR,"Huitzilac, Mor.",2.2
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",0
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",0.01
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",0
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",0.8
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",0
-98.916667,18.683333,MOR,LCUMR,"La Cuera, Mor.",1.71
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",0.01
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",0.04
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",0
-99.258333,18.734722,MOR,OACMR,"Oacalco, Mor.",0.01
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",0.5
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Morelos, Mor.",4.1
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",0
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",0
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",6.8
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",0
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",0
-99.2,18.9,MOR,TEMMR,"Temixco, Mor.",1
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",0
-99.1,18.794167,MOR,TICMR,"Ticum·n, Mor.",0
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",0
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",1.02
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",0.01
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",0
-98.92,18.9875,MOR,TOTMR,"Totoloapan, Mor.",0
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",0
-99.188333,18.521111,MOR,XICMR,"Xicatlacotla, Mor.",0
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",0
-99.1,18.9,MOR,YAHMR,"Yautepec, Mor.",0.01
-99.200833,18.636667,MOR,ZCTMR,"Zacatepec, Mor.",0
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",0
-105.403333,22.479444,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",0
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",0
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",0
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",0
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",4.03
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",0
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",0
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",0.01
-105.211667,22.119722,NAY,ROMNR,"Rosa Morada, Nay.",0
-104.8,21.8,NAY,RSRNR,"Reguladora San Rafael, Nay.",0
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",0
-104.891944,21.489444,NAY,TEPNR,"Tepic, Nay.",0
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",2.25
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",2.25
-100.011944,25.272778,NL,AL2NL,"Allende Dos, N. L.",0.04
-100.134444,27.24,NL,ANHNL,"An·huac, N.L.",0.52
