LON,LAT,ESTADO,CLAVE_SIH,NOMBRE,ENE
-104.673889,23.873333,DGO,SB2DR,"Santiago Bayacora (Hidro), Dgo.",5.3
-105.526667,26.004444,DGO,SBEDR,"San Bernardo, Dgo.",0
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",5.3
-103.079722,24.608333,DGO,SELDR,"Santa Elena, Dgo.",28
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",0
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0
-104.276944,25.085,DGO,SLCDR,"S. L. del Cordero, Dgo.",0
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",0
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",0
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",0
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",0
-105.725,25.341111,DGO,TLHDR,"Tepehuanes, Dgo.",0
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0
-104.928889,26.2425,DGO,VHGDR,"Villa HGO, Dgo.",0
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",0
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-99.749167,16.762778,GRO,ACUGR,"Acapulco, Gro.  SMN*",0
-99.516944,17.576389,GRO,AERGR,"Aeropuerto de Acapulco, Gro.",4.5
-100.5175,18.075833,GRO,AFIGR,ANDRES FIGUEROA,0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",3.2
-100.5,18.154167,GRO,AJCGR,"Ajuchitl·n, Gro.",0
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenando del RÌo, Gro. CFE*",0
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",0
-99.2,18.2,GRO,BVSGR,"Buena Vista, Gro.",0
-100.891111,18.463333,GRO,CAIMANERACFE,"Caimanera, Gro. CFE*",0.4
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",13
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",13
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",0
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",15.4
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",0
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0
-99.995556,17.947778,GRO,ECAGR,"El Caracol, Gro.",0
-100.671111,18.703056,GRO,EGLGR,"El Gallo, Gro.",0
-99.983333,17.983333,GRO,ELCARACOLCFE,"El Caracol, Gro. CFE*",0
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",0
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",0
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",0
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",0
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",3
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",0
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",0
-99.503056,18.363333,GRO,LDTGR,"Laguna de Tuxpan, Gro.",0
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",4.9
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",0.9
-98.735,17.777222,GRO,OLNGR,"Olinala, Gro.",0
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",0
-98.888333,18.020833,GRO,PAPALUTLACFE,"Papalutla, Gro. CFE*",3.7
-99.433333,17.984444,GRO,PETGR,"Petaquillas, Gro.",6
-101.057778,17.272778,GRO,PTOVICENTEmar,"Puerto Vicente, Gro. SEMAR*",0
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",0
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",0
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",0
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",0
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",0
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",0
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",0
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",0
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",11.5
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",0
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",8.3
-101.545,17.863333,GRO,ZHTGR,"Zihuatanejo, Gro.",0.7
-101.516667,20.433333,GTO,ABSGJ,"Abasolo, Gto.",1.2
-100.716667,20.033333,GTO,ACNGJ,"Ac·mbaro, Gto.",6
-100.583333,20.55,GTO,AMCGJ,"Ameche, Gto.",1
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",0
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",0
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",1
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. PROTECCION CIVIL*",10.4
-101.833333,21.05,GTO,BRRGJ,"El Barrial, Gto.",3.5
-100.816667,20.533333,GTO,CLYGJ,"Celaya, Gto.",0
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",0
-101.630278,20.506667,GTO,CORRALEJO,"Corralejo HGO, Gto. PROTECCION CIVIL*",0.5
-101.666667,20.616667,GTO,CRMGJ,"Cueramaro, Gto.",1.5
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",0.5
-101.666667,21.2,GTO,CSTGJ,"Los Castillos, Gto.",7.9
-100.933333,21.15,GTO,DHGGJ,"Dolores HGO, Gto.",0
-100.5,20.2,GTO,ECBGJ,"El Cubo, Gto.",1
-101.2,20.9,GTO,ECHGJ,"El ChapÌn, Gto.",0
-101.366667,20.733333,GTO,ECNGJ,"El Conejo, Gto.",0
-101.688056,21.173333,GTO,EPLGJ,"El Palote, Gto.",4.6
-101.265,21.012222,GTO,GTOGJ,"Guanajuato, Gto.",11.1
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",0
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",0
-101.286111,20.861944,GTO,LAPURISIMAGJ,"La Purisima, Gto. SGT*",0.2
-100.525833,20.610278,GTO,LASADJUNTAS,"Las Adjuntas, Gto. SGT*",1.6
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",0.5
-101.666667,21.1,GTO,LENGJ,"LeÛn, Gto.",0.7
-101.358889,20.276111,GTO,LJIGJ,"Las Jicamas, Gto.",1
-101.106944,21.3225,GTO,LQMGJ,"La Quemada, Gto.",3.1
-101.516667,21.633333,GTO,OCMGJ,"Ocampo, Gto.",12
-100.9,21.1,GTO,PDLGJ,"Puente Dolores, Gto.",0
-101.133333,20.516667,GTO,PERGJ,"Pericos, Gto.",0.4
-100.878333,21.105,GTO,PNLGJ,"PeÒuelitas, Gto.",0.5
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",0.1
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",0
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",5.4
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda II, Gto. SMN*",17
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",1.2
-101.199444,20.565278,GTO,SLMGJ,"Salamanca, Gto.",2.8
-100.667222,20.051667,GTO,SLSGJ,"SolÌs, Gto.",8
-100.884722,20.214167,GTO,SLVGJ,"Salvatierra, Gto.",8.9
-100.677778,20.050833,GTO,SOLISBRANIFF,"Braniff Hidrometrica Aguas Abajo Presa Solis, Gto. SGT*",2.6
-101.066667,20.3,GTO,SRTGJ,"Santa Rita, Gto.",0
-100.75,20.283333,GTO,TARGJ,"Tarimoro, Gto.",1.5
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",0
-100.8,20.5,GTO,TGRGJ,"Tres Guerras, Gto.",0
-100.0925,21.298889,GTO,XICGJ,"Xichu, Gto.",0
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",15
-98.333333,21.016667,HGO,ATCHD,"Atlapexco, Hgo.",109
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",33.8
-99.36,20.163889,HGO,ENDHD,"EndÛ, Hgo.",9
-99.648889,20.371389,HGO,HCPHD,"Huichapan, Hgo.",0
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",131.5
-99.706944,20.32,HGO,HUICHAPAN,"Huichapan, Hgo. SMN*",0
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",6.1
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",15
-99.220278,20.873333,HGO,MARMOLES,"Los Marmoles, Hgo. SMN*",42
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",5.5
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",164.3
-98.7475,20.123333,HGO,PCOHD,"Pachuca Observatorio, Hgo.",4.2
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",2.8
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez (La PeÒa), Hgo.",1
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",6
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",0
-98.369444,20.083333,HGO,TLGHD,"Tulancingo, Hgo.",4
-99.385,19.835278,HGO,TXMHD,"Taxhimay, Hgo.",11.5
-99.501111,20.663333,HGO,ZMPHD,"Zimap·n, Hgo.",0.2
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",126.5
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala-Guadalajara, Jal. SGT*",2.2
-102.436944,21.599444,JAL,AJJJL,"Ajojucar, Jal.",25
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",3.9
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.726111,22.4,JAL,BCSJL,"Bocas, Jal.",25.4
-103.783611,21.830556,JAL,BLNJL,"BolaÒos, Jal.",17.3
-103.464722,19.730556,JAL,CDGUZMANob,"Observatorio Cd. Guzman, Jal. SMN*",5
-103.465278,19.697778,JAL,CGZJL,"Cd. Guzm·n, Jal.",6.4
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",2.5
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",1
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",0
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",14.5
-102.7825,20.341389,JAL,CUIJL,"Cuitzeo, Jal.",0
-105.05,20.583333,JAL,CULJL,"Cuale, Jal.",1.5
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",0.5
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",12.3
-102.705,21.037222,JAL,ESLJL,"El Salto, Jal.",0
-103.333333,20.733333,JAL,EXPJL,"La Experiencia, Jal.",27.7
-102.766667,20.298056,JAL,FTEJL,"El Fuerte, Jal.",0
-103.39,20.71,JAL,GUADALAJARAob,"Observatorio Guadalajara, Jal. SMN*",31.4
-103.373889,20.672778,JAL,GUAJL,"Guadalajara Centro, Jal.",16.4
-103.4,20.7,JAL,GUCJL,"Guadalajara los Colomos, Jal.",34.4
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",1.7
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",8.6
-103.426111,21.048611,JAL,LABOQUILLACFE,"La Boquilla, Jal. CFE*",23.2
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",5
-103.12,20.18,JAL,LDCJL,"Lago de Chapala, Jal.",2.3
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",5.1
-101.941944,21.348333,JAL,LMORENOob,"Observatorio Lagos de Moreno, Jal. SMN*",1.6
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",35.2
-101.916667,21.366667,JAL,OLMJL,"Obs. Lagos de Moreno, Jal.",1.6
-102.530833,21.336389,JAL,PELSABINOCFE,"Paso del Sabino, Jal. CFE*",17.8
-103.361667,20.583889,JAL,PITJL,"PIAE Toluquilla, Jal.",2.7
-104.105833,21.196944,JAL,PLYJL,"La Yesca, Jal.",7.3
-102.231944,20.491111,JAL,POLJL,"Lugo Sanabria (La PÛlvora), Jal.",6
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",1.7
-105.133611,19.998611,JAL,RTOJL,"RÌo Tomatlan, Jal.  SMN*",1.5
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",4.6
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",4.6
-103.425833,21.038611,JAL,SCRISTOBAL2CFE,"San Cristobal II, Jal. CFE*",18.3
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",8.2
-104.148056,19.554444,JAL,SMANANTLANII,"Sierra Manatlan II, Jal. SMN*",25.8
-103.705556,20.908889,JAL,SRSJL,"Santa Rosa, Jal.",6.1
-103.705556,20.909444,JAL,STAROSACFE,"Santa Rosa, Jal. CFE*",7.2
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",25.5
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",15.5
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",43
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",15.3
-103.419444,20.4425,JAL,TLAJOMULCO,TLAJOMULCO SMN,0.2
-104.370278,19.976111,JAL,TMLJL,"Trigomil, Jal.",16.5
-103.845833,20.596389,JAL,VEGJL,"La Vega, Jal.",0.6
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",14.5
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Mex. SMN*",5.6
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",4
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, Mex.",3
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",0
-99.511667,19.205,MEX,CGCMX,"Gerencia C.N.A. CODAGEM, MÈx.",18.8
-98.888611,19.494167,MEX,CHAPINGO,"Chapingo, MÈx. SGT*",6.3
-100.116667,19.2,MEX,CHIMX,"Chilesdo, MÈx.",52.5
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",10.3
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",5.4
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",3
-100.183333,19.101667,MEX,COLMX,"Colorines, MÈx.",15
-100.218333,19.175556,MEX,COLORINESCFE,"Colorines, MÈx. CFE*",16.3
-99.559722,19.884722,MEX,DNXMX,"Danxho, MÈx.",20
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",12.4
-98.916944,19.578889,MEX,GRDMX,"La Grande, MÈx.",6.3
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",5.7
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx.  SMN*",9.2
-99.05,19.633333,MEX,K27MX,"KM. 27+250, MÈx.",2
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",7
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",11.5
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",12.7
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",4.5
-99.175,19.575,MEX,PBTMX,"Planta Barrientos, MÈx.",1
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla II, MÈx.",0
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",5
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla I, MÈx.",4.8
-99.611667,18.903333,MEX,PDZMX,"Porfirio DÌaz, MÈx.",2
-99.790278,19.829167,MEX,PFBMX,"Francisco T. Fabela, MÈx.",8
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez (Atotonilco), MÈx.",6
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",7.6
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",5.4
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",0
-99.864444,20.038611,MEX,PNDMX,"—ado, MÈx.",2
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx.  SMN*",5.8
-99.213333,19.408333,MEX,PTLMX,"Presa Totolica, MÈx.",9.2
-99.603333,19.213333,MEX,RECMX,"Rectoria, MÈx.",16.8
-98.911111,19.530556,MEX,SADMX,"San Andres (Texcoco), MÈx.",0
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",18.9
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",2.6
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",11
-99.285,19.574444,MEX,SNJMX,"San Juan, Mex.",4
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Mex.",8.1
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio Toluca, MÈx. SMN*",8.8
-99.283333,19.453889,MEX,TOTMX,"Totolica, Mex.",9.2
-99.961389,19.660833,MEX,TPTMX,"Tepetitl·n, MÈx.",13.6
-100.283333,19.1,MEX,TROMX,"Trojes, MÈx.",20.1
-99.283056,19.4525,MEX,TTLMX,"Totolica (Hidro), MÈx.",12.4
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Mex.",9
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",15.5
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, MÈx. SACM*",12.4
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",12.2
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",17.5
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",13.2
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",24.5
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",43
-102.289722,18.355,MICH,ARTEAGACFE,"Arteaga, Mich. CFE*",3.5
-102.419167,20.183889,MICH,BIBMC,BARRAJE DE IBARRA,6.5
-101.459167,20.319444,MICH,CBLMC,"Casa Blanca, Mich.",0.5
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",17.2
-100.55,19.7,MICH,CHIMC,"Cd. HGO, Mich.",13
-102.774167,19.287778,MICH,CHLMC,"Chilatan, Mich.",113
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0
-101.259167,19.629722,MICH,COIMC,"Cointzio, Mich.",12.1
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",0.8
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",23
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",10
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",8.2
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",29
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",23
-101.626667,20.248889,MICH,LANMC,LOS ANGELES,0
-102.753333,20.146667,MICH,LAPALMA,"La Palma, Mich. SGT*",11
-102.181389,18.046944,MICH,LAVILLITACFE,"La Villita, Mich. CFE*",0.4
-101.940833,20.038333,MICH,LDFMC,"Laguna del Fresno, Mich.",11.2
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",61
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",0
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",0
-102.9,18.8,MICH,LPNMC,"Los Panches, Mich.",2.3
-102.2,18.8,MICH,LPSMC,"La Pastoria, Mich.",9.2
-101.616389,19.543611,MICH,LPTMC,"Lago de Patzcuaro, Mich. SGT*",1
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",32
-100.873611,19.829167,MICH,MLPMC,"Malpais, Mich.",2
-100.277778,19.670833,MICH,MMONARCAI,"Mariposa Monarca I, Mich. SMN*",44.2
-100.29,19.539167,MICH,MMONII,"Mariposa Monarca II, Mich. SMN*",13
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",14.3
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",1.5
-101.176111,19.688611,MICH,MORMC,"Morelia, Mich.",11.3
-100.439167,19.890833,MICH,MRVMC,"Maravatio, Mich.",5.5
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",36.7
-100.618889,20.277778,MICH,P3MEZQUITES,"Tres Mezquites, Mich. SGT*",0.4
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",3.5
-102.601389,19.959167,MICH,PDEGONZALO,"De Gonzalo, Mich. SGT*",10
-102.431389,20.303056,MICH,PJARIPO,PRESA JARIPO SGT,27.6
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",0
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",31.7
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",7.2
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",8
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",4.5
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",8
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",9.5
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",5.5
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",8.7
-102.180278,18.048333,MICH,VILMC,"La Villita, Mich.",0.2
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",16.1
-102.242222,20.339444,MICH,YURMC,"YurÈcuraro, Mich.",2.1
-102.284167,20.006667,MICH,ZAMMC,"Zamora, Mich.",17.1
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",18.7
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",0
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",7.3
-99.265833,18.735,MOR,ALUMR,"Alpuyeca, Mor.",0
-99.4,18.6,MOR,AMCMR,"Amacuzac, Mor.",0
-98.928056,18.948889,MOR,ATLMR,"Atlatlahuac·n, Mor.",0
-98.9,18.8,MOR,CUAMR,"Cuautla, Mor.",0
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",0
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",0
-98.786667,18.690556,MOR,ELPMR,El PeÒon. Mor.,0
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",0
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",0
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",0.5
-99.015833,19.028889,MOR,HUIMR,"Huitzilac, Mor.",20
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",3.5
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",9.2
-99.158611,18.883611,MOR,IMTMR,"IMTA, Mor.  SMN*",0
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",0
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",0
-98.916667,18.683333,MOR,LCUMR,"La Cuera, Mor.",1.2
-99.4,18.7,MOR,MIAMR,"Miacatlan, Mor.",0
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",0
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",0
-99.258333,18.734722,MOR,OACMR,"Oacalco, Mor.",0
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",0
-99.219167,18.908889,MOR,OBSMR,"Observatorio, Mor.",0
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",1.5
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",0
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",0
-98.936111,18.541389,MOR,SHUAUTLA,SIERRA DE HUAUTLA SMN,0
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",0
-99.2,18.9,MOR,TEMMR,"Temixco, Mor.",1.5
-99.078889,18.950833,MOR,TEPOZTLAN,"Tepoztlan, Mor. SMN*",0
-99.1,18.794167,MOR,TICMR,"Ticum·n, Mor.",0
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",0
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",0
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",0
-98.92,18.9875,MOR,TOTMR,"Totoloapan, Mor.",0
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",0
-99.188333,18.521111,MOR,XICMR,"Xicatlacotla, Mor.",0
-99.1,18.9,MOR,YAHMR,"Yautepec, Mor.",0
-99.200833,18.636667,MOR,ZCTMR,"Zacatepec, Mor.",0
-105.403333,22.479444,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",0
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa, Nay.",1
-104.500556,21.942778,NAY,CHAPALAGANACFE,"Chapalagana, Nay. CFE*",2.1
-104.5,21.944167,NAY,CHPNR,"Chapalagana, Nay.",2.1
-104.450833,21.428333,NAY,CJNNR,"El CajÛn, Nay.",0.3
-104.452778,21.429444,NAY,ELCAJONCFE,"El CajÛn, Nay. CFE*",0.3
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",3
-104.25,20.83,NAY,IXTLANRIO,"Ixtlan del RÌo, Nay. SMN*",4.5
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",0
-104.8,21.8,NAY,RSRNR,"Reg. San Rafael, Nay.",3.2
-104.891944,21.489444,NAY,TEPNR,"Tepic, Nay.",6.3
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",31.3
-99.680556,24.897222,NL,ADJUNTASHUALA,LAS ADJUNTAS SGT,29.8
-100.134444,27.24,NL,ANHNL,"An·huac, N.L.",5.5
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",20.5
-100.343333,25.634167,NL,AS-06,"Arroyo Seco, N.L. SAHM*",13.5
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",35
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",74
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",58.7
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",6.5
-99.439444,24.976111,NL,CARNL,"Carmen D.L.E., N.L.",38.7
-99.276944,25.711667,NL,CCHNL,"El Cuchillo, N.L.",6.6
-100.172222,25.952222,NL,CDFNL,"CiÈnega de Flores, N.L.",5.3
