LON,LAT,EDO,CLAVE,ESTACION,ene-20
-99.082222,19.408611,DF,CDEPORTIVA,"Ciudad Deportiva, Cd. de MÈx. SACMEX*",5.8
-98.999444,19.357222,DF,CDMDF,"C·rcel de Mujeres, Cd. de MÈx.",5.3
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de MÈx.",5.3
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de MÈx.",4.7
-99.196111,19.311667,DF,CENAPRED,"Centro de Ciencias de la AtmÛsfera CENAPRED, Cd. de MÈx SMN*",0.0
-99.077222,19.336944,DF,CESTRELLA,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx. SACMEX*",9.9
-99.171667,19.1375,DF,CFORESTAL,"Caseta Forestal, Cd. de MÈx. SACMEX*",24.4
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de MÈx.",21.1
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de MÈx. SACMEX*",0.0
-99.136667,19.470556,DF,CIENMETROS,"Avenida Cien Metros, Cd. de MÈx. SACMEX*",0.0
-99.182778,19.486944,DF,CMECOAYA,"Campamento Mecoaya, Cd. de MÈx. SACMEX*",4.6
-99.1375,19.469722,DF,CMTDF,"Cien Metros, Cd. de MÈx.",0.0
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de MÈx.",3.3
-99.134722,19.287778,DF,COAPA,"Coapa, Cd. de MÈx. UNAM*",7.3
-99.247222,19.306389,DF,CONTRERAS,"Contreras, Cd. de MÈx. UNAM*",24.4
-99.09,19.484722,DF,COYOLDF,"Coyol, Cd. de MÈx. SACMEX*",0.8
-99.09,19.190278,DF,CTNDF,"San Salvador Cuautenco, Cd. de MÈx.",93.2
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de MÈx. UNAM*",16.8
-99.097222,19.193611,DF,CUAUHTENCO,"Cuauhtenco, Cd. de MÈx. UNAM*",43.4
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, MÈx. UNAM*",4.1
-99.104722,19.282778,DF,CUEMANCO,"Cuemanco, Cd. de MÈx. UNAM*",10.5
-99.105,19.323333,DF,CULHUACAN,"Culhuac·n, Cd. de MÈx. UNAM*",8.5
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de MÈx.",1.0
-99.205,19.3,DF,DATDF,"DesviaciÛn Alta, Cd. de MÈx.",3.0
-99.310556,19.313056,DF,DDELOSLEONES,"Desierto de los Leones, Cd. de MÈx. SACMEX*",0.0
-99.131389,19.431111,DF,DDFDF,"Gobierno del D.F., Cd. de MÈx.",1.8
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de MÈx. SACMEX*",1.8
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de MÈx. UNAM*",20.3
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",0.0
-99.15,19.383333,DF,DVLDF,"Del Valle, Cd. de MÈx.",1.8
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",1.5
-99.151944,19.300278,DF,EAZTECA,"Estadio Azteca, Cd. de MÈx. SACMEX*",1.5
-99.271111,19.373889,DF,ELCARTERO,"Tanque el Cartero, Cd. de MÈx. SACMEX*",20.1
-99.066667,19.377778,DF,ELMORALDF,"Lumbrera Cuatro RÌos (El Moral), Cd. de MÈx. SACMEX*",8.6
-99.286667,19.363611,DF,ELYAQUI,"El Yaqui, Cd. de MÈx. SACMEX*",15.8
-99.352778,19.295278,DF,ELZARCO,"El Zarco, MÈx. SACMEX*",14.7
-99.09,19.48,DF,ENP3,"Escuela Nacional Preparatoria 3, Cd. de MÈx. UNAM*",0.6
-99.196111,19.403611,DF,ENP4,"Escuela Nacional Preparatoria 4, Cd. de MÈx. UNAM*",8.0
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de MÈx.",15.8
-99.352222,19.295,DF,EZCDF,"El Zarco, Cd. de MÈx.",14.7
-99.091667,19.478056,DF,GCNDF,"km 6+250 (Gran Canal), Cd. de MÈx.",1.4
-99.1325,19.431389,DF,GDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx. SACMEX*",1.5
-99.098889,19.458611,DF,GEN101,"Planta Generadora 101, Cd. de MÈx. SACMEX*",1.0
-99.264722,19.304722,DF,HUAYATLA,"Huayatla, Cd. de MÈx. SACMEX*",22.9
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de MÈx.",22.9
-99.181944,19.329722,DF,IIUNAM,"Instituto de IngenierÌa, Cd. de MÈx. UNAM*",9.0
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de MÈx. UNAM*",2.6
-99.07,19.349722,DF,IZTAPALAPA,"Iztapalapa, Cd. de MÈx. UNAM*",7.4
-98.975,19.339167,DF,LACALDERA,"La Caldera (SubestaciÛn elÈctrica Santa LucÌa), MÈx. SACMEX*",4.8
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de MÈx. UNAM*",18.0
-99.020556,19.345,DF,LAQUEBRADORA,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx. SACMEX*",4.1
-99.310833,19.333333,DF,LAVENTA,"La Venta, Cd. de MÈx. SACMEX*",19.1
-99.120833,19.489722,DF,LINDAVISTA,"Planta de bombeo Lindavista, Cd. de MÈx. SACMEX*",3.8
-99.069167,19.420833,DF,LOPEZMATEOS,"Planta de bombeo LÛpez Mateos, Cd. de MÈx. SACMEX*",3.8
-99.066667,19.377778,DF,LU4DF,"Lumbrera 4 RÌos, Cd. de MÈx.",5.6
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de MÈx.",19.1
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de MÈx.",38.4
-99.279722,19.229722,DF,MALEGRE,"Monte Alegre, Cd. de MÈx. SACMEX*",47.3
-99.133889,19.403333,DF,MCARRILLO,Marcos Carrillo Cd. de MÈx. SACMEX*,7.9
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",6.9
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de MÈx. UNAM*",4.6
-99.0175,19.196667,DF,MILPAALTA,"Milpa Alta, Cd. de MÈx. UNAM*",16.5
-99.1275,19.365556,DF,MLIBRE,"Planta de bombeo Municipio Libre, Cd. de MÈx. SACMEX*",4.3
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",15.2
-99.233056,19.187778,DF,MZTDF,"Calle Mezontepec (Abasolo), Cd. de MÈx.",31.5
-99.093889,19.246944,DF,NATIVITAS,"Nativitas, Cd. de MÈx. SACMEX*",29.2
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de MÈx. UNAM*",5.1
-99.165278,19.469167,DF,NSMARIA,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx. SACMEX*",0.0
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca AVM Sur, Cd. de MÈx.",6.1
-99.098611,19.318333,DF,OFICINAGAVM,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx. SACMEX*",6.1
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de MÈx. UNAM*",29.8
-99.193611,19.234444,DF,PAMEZONTEPEC,"Planta Abasolo (Mezontepec), Cd. de MÈx. SACMEX*",31.5
-99.071667,19.415,DF,PANTITLAN,"Pantitl·n, Cd. de MÈx. UNAM*",4.6
-99.100278,19.379167,DF,PBADF,"Planta de Bombeo Aculco, Cd. de MÈx.",3.8
-99.057778,19.433333,DF,PBCDF,"Planta de Bombeo Churubusco L., Cd. de MÈx.",0.0
-99.119444,19.486667,DF,PBLDF,"Planta de Bombeo Lindavista, Cd. de MÈx.",2.5
-99.037778,19.38,DF,PBODF,"Planta de Bombeo U. E. de Oriente, Cd. de MÈx.",9.9
-99.170556,19.435556,DF,PBTDF,"Planta de Bombeo Tizoc, Cd. de MÈx.",7.9
-99.201944,19.423889,DF,PCHAPULTEPEC,"Puerta Chapultepec, Cd. de MÈx. SACMEX*",17.8
-99.2,19.413056,DF,PCHDF,"Puerta Chapultepec, Cd. de MÈx.",10.4
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",1.5
-99.205556,19.269444,DF,PICACHO,"Picacho, Cd. de MÈx. UNAM*",23.5
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento La Estrella, Cd. de MÈx.",8.1
-99.068333,19.420278,DF,PLMDF,"Planta de Bombeo LÛpez Mateos, Cd. de MÈx.",3.8
-99.126389,19.365278,DF,PMLDF,"Planta de Bombeo Municipio Libre, Cd. de MÈx.",4.3
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",29.5
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",6.6
-99.094722,19.482222,DF,PREPA3,"Prepa 3, Cd. de MÈx. UNAM*",1.5
-99.196111,19.403333,DF,PREPA4,"Prepa 4, Cd. de MÈx. UNAM*",6.5
-99.134722,19.307222,DF,PREPA5,"Prepa 5, Cd. de MÈx. UNAM*",6.1
-99.195,19.3675,DF,PREPA8,"Prepa 8, Cd. de MÈx. UNAM*",7.7
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo Magdalena, Cd. de MÈx.",2.0
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",3.6
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",0.0
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",14.0
-99.163889,19.468889,DF,PSNDF,"Planta de Bombeo Nueva Santa MarÌa, Cd. de MÈx.",0.0
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",22.6
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",5.8
-99.126111,19.285833,DF,PVCDF,"Planta de Bombeo Villa Coapa, Cd. de MÈx.",9.4
-99.143056,19.331944,DF,PXTDF,"Planta Xotepingo, Cd. de MÈx.",5.1
-99.167778,19.399167,DF,RADIOCOMDF,"Radio comunicaciÛn, Cd. de MÈx. SACMEX*",4.8
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque Tlalpan, Cd. de MÈx.",16.3
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",4.8
-99.264444,19.288611,DF,RIOMAGDALENA,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx. SACMEX*",2.0
-99.190833,19.51,DF,ROSARIODF,"Planta de Tratamiento Rosario, Cd. de MÈx. SACMEX*",9.4
-99.155278,19.515,DF,RREMEDIOS,"RÌo de los Remedios, Cd. de MÈx.SACMEX*",5.3
-99.136944,19.425,DF,SACMEX,"Sistema de Aguas, Cd. de MÈx. UNAM*",4.8
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. UNAM*",13.0
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",23.5
-99.239167,19.311667,DF,SANFRANCISCODF,"San Francisco, Cd. de MÈx. SACMEX*",0.0
-99.228056,19.436667,DF,SANJOAQUINDF,"Tanque San JoaquÌn, Cd. de MÈx. SACMEX*",12.0
-99.028889,19.259722,DF,SANLUISDF,"San Luis, Cd. de MÈx. SACMEX*",15.8
-99.265278,19.362222,DF,SANTAFEDF,"Santa Fe (Santa LucÌa), Cd. de MÈx. SACMEX*",13.0
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",17.0
-99.274167,19.33,DF,SBAMEYALCO,"San Bartolo Ameyalco, Cd. de MÈx. SACMEX*",17.0
-99.026111,19.301667,DF,SCATARINADF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx. SACMEX*",0.0
-99.028889,19.338333,DF,SCMDF,"Santa Cruz Meyehualco, Cd. de MÈx.",4.1
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",0.0
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",18.7
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",1.5
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro M·rtir, Cd. de MÈx. SACMEX*",20.8
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",8.6
-98.960556,19.320833,DF,SSCDF,"SubestaciÛn ElÈctrica Santa Catarina, Cd. de MÈx.",4.3
-99.09,19.190556,DF,SSCUAUTENCO,"San Salvador Cuauhtenco, Cd. de MÈx. SACMEX*",84.8
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",7.0
-99.2125,19.360833,DF,TARANGO,"Tarango, Cd. de MÈx. SACMEX*",10.9
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",4.9
-99.145278,19.555833,DF,TCHALMITA,"Tanque Chalmita, Cd. de MÈx. SACMEX*",7.9
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",4.6
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",15.5
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",0.0
-98.971111,19.210833,DF,TETELCO,"Tetelco, Cd. de MÈx. SACMEX*",0.0
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",5.8
-99.170556,19.439444,DF,TIZOC,"Planta de bombeo Tizoc, Cd. de MÈx. SACMEX*",12.2
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tl·huac, Cd. de MÈx. SACMEX*",8.6
-99.220833,19.337778,DF,TLIENZO,"Tanque Lienzo, Cd. de MÈx. SACMEX*",0.0
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",6.4
-99.152778,19.208611,DF,TOPILEJO,"Topilejo, Cd. de MÈx. UNAM*",16.2
-99.135833,19.199444,DF,TOPILEJODF,"Topilejo, Cd. de MÈx. SACMEX*",12.7
-99.082222,19.441111,DF,TPENON,"Tanque PeÒÛn, Cd. de MÈx. SACMEX*",1.5
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",13.5
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",1.5
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",9.2
-99.218056,19.397222,DF,TRIANGULO,"Tri·ngulo, Cd. de MÈx. SACMEX*",7.6
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",0.0
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",8.4
-99.264444,19.359722,DF,TSLDF,"Trif. Santa LucÌa, Cd. de MÈx.",13.5
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",0.0
-99.01,19.250278,DF,TULYEHUALC,"Tulyehualco, Cd. de MÈx. UNAM*",12.5
-99.189444,19.503333,DF,UAMAZC,"UAM Azcapotzalco, Cd. de MÈx. UNAM*",5.7
-99.036944,19.379444,DF,UEDEO,"Planta de bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx. SACMEX*",15.5
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de MÈx. SACMEX*",1.5
-99.211667,19.510278,DF,VDCDF,"Vaso de Cristo, MÈx.",5.8
-99.126389,19.286667,DF,VILLACOAPA,"Planta de bombeo Villa Coapa, Cd. de MÈx. SACMEX*",9.2
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",11.8
-99.144444,19.332778,DF,XOTEPINGO,"Planta de bombeo Xotepingo, Cd. de MÈx. SACMEX*",5.1
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",5.6
-104.7,24,DGO,CAGDR,"Campo AgrÌcola, Dgo.",0.9
-104.453611,24.300556,DGO,CARLOSREAL,"Carlos Real, Dgo. INIFAP*",25.6
-104.8,24.516667,DGO,CB2DR,"Caboraca (hidro), Dgo.",24.5
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",24.5
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",0.0
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",25.5
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",13.2
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",0.0
-104.75,24.5,DGO,CNTDR,"Canatl·n, Dgo.",36.4
-103.809722,24.283611,DGO,CUAUHTEMOCDR,"CuauhtÈmoc, Dgo. INIFAP*",68.2
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",53.4
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",28.8
-103.960278,24.001667,DGO,FV2DR,"Francisco Villa (hidro), Dgo.",26.0
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",26.0
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",16.0
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",6.0
-105.955556,25.934722,DGO,GNCDR,"Guanacevit, Dgo.",3.0
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo",21.5
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",44.5
-104.751944,23.960278,DGO,GVHDR,"Guadalupe Victoria, Dgo. (hidro)",44.5
-103.450556,25.588333,DGO,IFCENID,"Cenid Raspa, Dgo. INIFAP*",12.3
-105.108889,24.335,DGO,IGNACIOZARAGOZA,"Ignacio Zaragoza, Dgo. INIFAP*",28.8
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0.4
-104.628333,24.682778,DGO,LAMESADR,"La Mesa, Dgo. INIFAP*",30.2
-104.201389,25.389167,DGO,LAPURISIMADR,"La PurÌsima, Dgo. INIFAP*",22.0
-104.785,23.711389,DGO,LASBAYAS2,"Las Bayas, Dgo. SGT*",73.7
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",0.0
-103.283889,25.068056,DGO,LFLDR,"La Flor, Dgo.",0.0
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",44.3
-103.7475,26.686389,DGO,MAPIMI,"MapimÌ, Dgo. SMN*",1.4
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",37.6
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",0.0
-105.0475,23.899167,DGO,NAVDR,"NavÌos Viejos, Dgo.",65.6
-105.052222,24.914444,DGO,NUEVOIDEAL,"Nuevo Ideal, Dgo. INIFAP*",35.8
-104.655556,24.237222,DGO,PA2DR,"PeÒa del ¡guila, Dgo. (hidro)",44.1
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",44.1
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",22.4
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",20.0
-104.083333,24.485556,DGO,RLOSSALDIVAR,"Rancho los Saldivar, Dgo. INIFAP*",24.6
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",0.0
-104.9,25.75,DGO,RPADR,RADAR PALMITO,8.2
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",15.0
-105.331111,26.433056,DGO,SANANTONIO,"San Antonio, Dgo. SGT*",4.0
-102.774444,24.631389,DGO,SANJUANGPE,"San Juan Guadalupe, Dgo. SMN*",39.0
-103.371389,24.474167,DGO,SANTACLARA,"Santa Clara, Dgo. INIFAP*",23.2
-104.673889,23.873333,DGO,SB2DR,"Santiago Bayacora (hidro), Dgo.",62.5
-105.526667,26.004444,DGO,SBEDR,"San Bernardo, Dgo.",1.0
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",62.5
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",21.5
-103.079722,24.608333,DGO,SELDR,"Santa Elena, Dgo.",34.0
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",1.0
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",36.0
-104.499444,24.789722,DGO,SJNDR,"San Juan del RÌo, Dgo.",0.0
-104.276944,25.085,DGO,SLCDR,"San Luis del Cordero, Dgo.",0.0
-105.666667,23.75,DGO,SLTDR,"El Salto, Dgo.",6.0
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",0.4
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",0.0
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",8.8
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0.0
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",14.7
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",17.5
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",14.5
-105.725,25.341111,DGO,TLHDR,"Tepehuanes, Dgo.",20.8
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",10.9
-104.458611,23.845278,DGO,VALLEFLORIDO,"Valle Florido, Dgo. INIFAP*",43.6
-103.979722,24.810833,DGO,VGCDR,"Vicente Guerrero, Dgo.",48.5
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",6.5
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",2.0
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",1.5
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0.0
-99.749167,16.762778,GRO,ACUGR,"Acapulco, Gro. SMN*",0.2
-99.516944,17.576389,GRO,AERGR,"Aeropuerto de Chilpancingo, Gro.",2.3
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",0.0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",4.4
-100.5,18.154167,GRO,AJCGR,"Ajuchitl·n, Gro.",0.0
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0.0
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",3.7
-99.2,18.2,GRO,BVSGR,"Buena Vista, Gro.",5.0
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",0.0
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",0.0
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",1.9
-99.5,17.55,GRO,CHILPANCINGOob,"Observatorio de Chilpancingo, Gro. SMN*",2.0
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",4.5
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0.0
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0.0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",0.7
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",0.0
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",3.8
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",0.3
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",0.0
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",0.0
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",0.0
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",0.0
-99.503056,18.363333,GRO,LDTGR,"Laguna de Tuxpan, Gro.",3.8
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",62.2
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0.0
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",0.6
-98.735,17.777222,GRO,OLNGR,"Olinala, Gro.",0.0
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",0.0
-102.123056,17.984444,GRO,PETACALCO,"Petacalco, Gro. SMN*",26.6
-99.433333,17.984444,GRO,PETGR,"Petaquillas, Gro.",3.0
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",1.3
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",0.0
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",3.0
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",17.0
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",4.0
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",4.0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",11.0
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",0.0
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",6.4
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0.0
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",3.3
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",0.0
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",6.9
-101.545,17.863333,GRO,ZHTGR,"Zihuatanejo, Gro.",0.0
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",4.6
-101.516667,20.433333,GTO,ABSGJ,"Abasolo, Gto.",0.0
-100.716667,20.033333,GTO,ACNGJ,"Ac·mbaro, Gto.",4.0
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",4.0
-100.583333,20.55,GTO,AMCGJ,"Ameche, Gto.",8.0
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",8.0
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",0.0
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",21.5
-101.833333,21.05,GTO,BRRGJ,"El Barrial, Gto.",4.2
-100.816667,20.533333,GTO,CLYGJ,"Celaya, Gto.",3.8
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",1.0
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",11.9
-101.630278,20.506667,GTO,CORRALEJO,"Corralejo Hidalgo, Gto. ProtecciÛn Civil*",1.5
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",0.0
-100.95,20.483333,GTO,CRTGJ,"Cort·zar, Gto.",7.0
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",4.5
-101.666667,21.2,GTO,CSTGJ,"Los Castillos, Gto.",11.6
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",0.0
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",3.7
-100.5,20.2,GTO,ECBGJ,"El Cubo, Gto.",10.5
-101.2,20.9,GTO,ECHGJ,"El ChapÌn, Gto.",0.0
-101.366667,20.733333,GTO,ECNGJ,"El Conejo, Gto.",0.0
-101.688056,21.173333,GTO,EPLGJ,"El Palote, Gto.",6.4
-101.996667,20.800556,GTO,FRIAS,"FrÌas, Gto. ProtecciÛn Civil*",15.5
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",0.0
-101.265,21.012222,GTO,GTOGJ,"Guanajuato, Gto.",1.4
-101.25,21.016667,GTO,GUANAJUATOob,"Observatorio de Guanajuato, Gto. SMN*",0.6
